ISBN,Book_Title,Book_Author,Image_URL_L,Book_Rating,Total_Votes,Avg_rating,Price
0671038184,Jewel,Bret Lott,http://images.amazon.com/images/P/0671038184.01.LZZZZZZZ.jpg,10.0,78,1.9,$89.99
0345361792,A Prayer for Owen Meany,John Irving,http://images.amazon.com/images/P/0345361792.01.LZZZZZZZ.jpg,0.0,134,2.0,$89.99
038531258X,Cold Sassy Tree,Olive Ann Burns,http://images.amazon.com/images/P/038531258X.01.LZZZZZZZ.jpg,7.0,93,2.1,$69.99
0743225406,The Shipping News : A Novel,Annie Proulx,http://images.amazon.com/images/P/0743225406.01.LZZZZZZZ.jpg,0.0,71,1.1,$89.99
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg,0.0,128,2.2,$59.99
037570504X,"Breath, Eyes, Memory",Edwidge Danticat,http://images.amazon.com/images/P/037570504X.01.LZZZZZZZ.jpg,5.0,67,1.5,$69.99
0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,http://images.amazon.com/images/P/0140244824.01.LZZZZZZZ.jpg,0.0,92,0.8,$49.99
0385324057,Summer Sisters,Judy Blume,http://images.amazon.com/images/P/0385324057.01.LZZZZZZZ.jpg,0.0,184,1.6,$89.99
014025448X,At Home in Mitford (The Mitford Years),Jan Karon,http://images.amazon.com/images/P/014025448X.01.LZZZZZZZ.jpg,0.0,86,2.2,$79.99
0060934417,Bel Canto: A Novel,Ann Patchett,http://images.amazon.com/images/P/0060934417.01.LZZZZZZZ.jpg,0.0,104,2.6,$59.99
0671793489,All Around the Town,Mary Higgins Clark,http://images.amazon.com/images/P/0671793489.01.LZZZZZZZ.jpg,0.0,82,2.3,$89.99
0679772677,A Civil Action,JONATHAN HARR,http://images.amazon.com/images/P/0679772677.01.LZZZZZZZ.jpg,0.0,60,0.6,$69.99
0312983824,Faking It,Jennifer Crusie,http://images.amazon.com/images/P/0312983824.01.LZZZZZZZ.jpg,7.0,96,1.6,$59.99
0440224624,The Loop,Nicholas Evans,http://images.amazon.com/images/P/0440224624.01.LZZZZZZZ.jpg,0.0,71,1.4,$59.99
0743418174,Good in Bed,Jennifer Weiner,http://images.amazon.com/images/P/0743418174.01.LZZZZZZZ.jpg,0.0,167,2.8,$89.99
0671004565,We'll Meet Again,Mary Higgins Clark,http://images.amazon.com/images/P/0671004565.01.LZZZZZZZ.jpg,0.0,87,1.4,$79.99
0345370805,How to Make an American Quilt,Whitney Otto,http://images.amazon.com/images/P/0345370805.01.LZZZZZZZ.jpg,0.0,83,1.7,$59.99
0375703055,Ellen Foster,Kaye Gibbons,http://images.amazon.com/images/P/0375703055.01.LZZZZZZZ.jpg,0.0,85,2.0,$49.99
0312243022,The Hours : A Novel,Michael Cunningham,http://images.amazon.com/images/P/0312243022.01.LZZZZZZZ.jpg,7.0,57,1.7,$69.99
0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg,0.0,89,2.1,$49.99
0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,http://images.amazon.com/images/P/0070212570.01.LZZZZZZZ.jpg,0.0,127,2.0,$79.99
0316781266,The Last Time They Met : A Novel,Anita Shreve,http://images.amazon.com/images/P/0316781266.01.LZZZZZZZ.jpg,0.0,85,1.6,$89.99
0671032658,The Green Mile,Stephen King,http://images.amazon.com/images/P/0671032658.01.LZZZZZZZ.jpg,0.0,88,2.1,$49.99
0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg,0.0,66,1.7,$59.99
0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,http://images.amazon.com/images/P/0345339703.01.LZZZZZZZ.jpg,0.0,101,3.6,$59.99
038039586X,Watership Down,Richard George Adams,http://images.amazon.com/images/P/038039586X.01.LZZZZZZZ.jpg,9.0,114,2.8,$69.99
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,http://images.amazon.com/images/P/0671042262.01.LZZZZZZZ.jpg,0.0,61,1.6,$59.99
0425157539,Sudden Prey,John Sandford,http://images.amazon.com/images/P/0425157539.01.LZZZZZZZ.jpg,0.0,54,1.6,$49.99
0679731148,A Year in Provence,Peter Mayle,http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg,9.0,51,2.2,$59.99
0316693324,When the Wind Blows,James Patterson,http://images.amazon.com/images/P/0316693324.01.LZZZZZZZ.jpg,0.0,168,2.0,$49.99
031231616X,I Capture the Castle,Dodie Smith,http://images.amazon.com/images/P/031231616X.01.LZZZZZZZ.jpg,0.0,63,2.6,$59.99
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg,0.0,59,2.4,$79.99
0062502174,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,http://images.amazon.com/images/P/0062502174.01.LZZZZZZZ.jpg,0.0,58,3.2,$49.99
0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg,0.0,59,2.4,$59.99
0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,http://images.amazon.com/images/P/0345438329.01.LZZZZZZZ.jpg,0.0,73,3.0,$49.99
0399145087,Black Notice,Patricia Daniels Cornwell,http://images.amazon.com/images/P/0399145087.01.LZZZZZZZ.jpg,0.0,121,1.2,$49.99
0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312990456.01.LZZZZZZZ.jpg,9.0,63,3.6,$89.99
0399501487,Lord of the Flies,William Gerald Golding,http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg,9.0,111,3.1,$59.99
0553572997,The Alienist,Caleb Carr,http://images.amazon.com/images/P/0553572997.01.LZZZZZZZ.jpg,0.0,135,1.8,$59.99
0440208912,Harvest,BELVA PLAIN,http://images.amazon.com/images/P/0440208912.01.LZZZZZZZ.jpg,0.0,51,1.0,$79.99
0373218192,Engaging The Enemy,Nora Roberts,http://images.amazon.com/images/P/0373218192.01.LZZZZZZZ.jpg,8.0,51,1.5,$89.99
0385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,http://images.amazon.com/images/P/0385494785.01.LZZZZZZZ.jpg,8.0,125,1.7,$59.99
0385486804,Into the Wild,Jon Krakauer,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg,9.0,70,2.0,$59.99
0425158616,Cause of Death,Patricia Daniels Cornwell,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg,0.0,117,1.5,$49.99
0060175400,The Poisonwood Bible,Barbara Kingsolver,http://images.amazon.com/images/P/0060175400.01.LZZZZZZZ.jpg,0.0,63,2.3,$69.99
0671537458,Waiting to Exhale,Terry McMillan,http://images.amazon.com/images/P/0671537458.01.LZZZZZZZ.jpg,0.0,67,0.7,$89.99
0425161242,Chromosome 6,Robin Cook,http://images.amazon.com/images/P/0425161242.01.LZZZZZZZ.jpg,0.0,54,1.1,$49.99
0425169863,Point of Origin,Patricia Daniels Cornwell,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg,0.0,111,1.9,$89.99
0345380371,Rising Sun,MICHAEL CRICHTON,http://images.amazon.com/images/P/0345380371.01.LZZZZZZZ.jpg,0.0,110,1.1,$69.99
0316690619,Cradle and All,James Patterson,http://images.amazon.com/images/P/0316690619.01.LZZZZZZZ.jpg,0.0,107,2.0,$59.99
0446610038,1st to Die: A Novel,James Patterson,http://images.amazon.com/images/P/0446610038.01.LZZZZZZZ.jpg,9.0,160,2.4,$49.99
0679459626,Flesh and Blood,Jonathan Kellerman,http://images.amazon.com/images/P/0679459626.01.LZZZZZZZ.jpg,0.0,98,1.6,$49.99
0743457358,Everything's Eventual : 14 Dark Tales,Stephen King,http://images.amazon.com/images/P/0743457358.01.LZZZZZZZ.jpg,0.0,61,2.3,$79.99
0425167313,Here on Earth,Alice Hoffman,http://images.amazon.com/images/P/0425167313.01.LZZZZZZZ.jpg,0.0,88,1.2,$59.99
034540288X,The Lost World,Michael Crichton,http://images.amazon.com/images/P/034540288X.01.LZZZZZZZ.jpg,0.0,101,1.3,$89.99
0446519960,Absolute Power,David Baldacci,http://images.amazon.com/images/P/0446519960.01.LZZZZZZZ.jpg,0.0,67,0.9,$59.99
0316182540,White Oleander : A Novel,Janet Fitch,http://images.amazon.com/images/P/0316182540.01.LZZZZZZZ.jpg,0.0,115,2.4,$79.99
0553282476,CAT'S EYE,MARGARET ATWOOD,http://images.amazon.com/images/P/0553282476.01.LZZZZZZZ.jpg,0.0,54,0.6,$49.99
0449212602,The Handmaid's Tale,Margaret Atwood,http://images.amazon.com/images/P/0449212602.01.LZZZZZZZ.jpg,0.0,129,2.7,$49.99
0345413903,The Murder Book,Jonathan Kellerman,http://images.amazon.com/images/P/0345413903.01.LZZZZZZZ.jpg,10.0,85,2.1,$89.99
0553582143,Body of Lies,IRIS JOHANSEN,http://images.amazon.com/images/P/0553582143.01.LZZZZZZZ.jpg,0.0,60,1.7,$89.99
0425115801,Lightning,Dean R. Koontz,http://images.amazon.com/images/P/0425115801.01.LZZZZZZZ.jpg,0.0,132,1.6,$59.99
0671024248,Hearts In Atlantis,Stephen King,http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg,0.0,63,1.5,$49.99
0553582933,Winter Moon,Dean R. Koontz,http://images.amazon.com/images/P/0553582933.01.LZZZZZZZ.jpg,0.0,59,0.8,$69.99
0671034022,Mercy,Julie Garwood,http://images.amazon.com/images/P/0671034022.01.LZZZZZZZ.jpg,0.0,80,1.9,$59.99
0446607711,The Simple Truth,David Baldacci,http://images.amazon.com/images/P/0446607711.01.LZZZZZZZ.jpg,9.0,85,1.2,$59.99
0446525804,Last Man Standing,David Baldacci,http://images.amazon.com/images/P/0446525804.01.LZZZZZZZ.jpg,0.0,64,0.6,$69.99
0451524934,1984,George Orwell,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg,9.0,70,3.2,$89.99
0345350499,The Mists of Avalon,MARION ZIMMER BRADLEY,http://images.amazon.com/images/P/0345350499.01.LZZZZZZZ.jpg,0.0,64,3.5,$79.99
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg,0.0,99,2.2,$59.99
0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg,0.0,70,1.5,$49.99
0743482891,Now You See Her,Linda Howard,http://images.amazon.com/images/P/0743482891.01.LZZZZZZZ.jpg,0.0,51,1.6,$59.99
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,http://images.amazon.com/images/P/059035342X.01.LZZZZZZZ.jpg,0.0,177,3.3,$49.99
0316089699,Sea Glass: A Novel,Anita Shreve,http://images.amazon.com/images/P/0316089699.01.LZZZZZZZ.jpg,0.0,59,1.7,$89.99
0671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,http://images.amazon.com/images/P/0671708635.01.LZZZZZZZ.jpg,8.0,52,1.9,$59.99
0345378482,The Andromeda Strain,MICHAEL CRICHTON,http://images.amazon.com/images/P/0345378482.01.LZZZZZZZ.jpg,7.0,58,2.1,$79.99
0671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,http://images.amazon.com/images/P/0671758896.01.LZZZZZZZ.jpg,0.0,72,1.4,$89.99
0451177096,Dolores Claiborne,Stephen King,http://images.amazon.com/images/P/0451177096.01.LZZZZZZZ.jpg,0.0,119,1.9,$59.99
0425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,http://images.amazon.com/images/P/0425122123.01.LZZZZZZZ.jpg,0.0,55,1.4,$79.99
0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,http://images.amazon.com/images/P/0385484518.01.LZZZZZZZ.jpg,0.0,139,3.0,$89.99
0440236703,Tell No One,Harlan Coben,http://images.amazon.com/images/P/0440236703.01.LZZZZZZZ.jpg,0.0,93,1.5,$59.99
0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,http://images.amazon.com/images/P/0425133540.01.LZZZZZZZ.jpg,0.0,67,1.1,$69.99
0671822209,WLD ACCORDNG GARP,John Irving,http://images.amazon.com/images/P/0671822209.01.LZZZZZZZ.jpg,0.0,52,2.0,$59.99
0446527289,The First Counsel,Brad Meltzer,http://images.amazon.com/images/P/0446527289.01.LZZZZZZZ.jpg,8.0,53,1.1,$59.99
0380731851,Mystic River,Dennis Lehane,http://images.amazon.com/images/P/0380731851.01.LZZZZZZZ.jpg,6.0,126,1.6,$59.99
0316602051,The Jester,James Patterson,http://images.amazon.com/images/P/0316602051.01.LZZZZZZZ.jpg,0.0,67,1.6,$89.99
0446604666,Sick Puppy,Carl Hiaasen,http://images.amazon.com/images/P/0446604666.01.LZZZZZZZ.jpg,0.0,63,2.4,$89.99
0553579754,Fear Nothing,DEAN KOONTZ,http://images.amazon.com/images/P/0553579754.01.LZZZZZZZ.jpg,7.0,78,2.3,$69.99
0449221482,J Is for Judgment,Sue Grafton,http://images.amazon.com/images/P/0449221482.01.LZZZZZZZ.jpg,0.0,77,2.1,$69.99
0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg,7.0,134,1.8,$69.99
0345353145,Sphere,MICHAEL CRICHTON,http://images.amazon.com/images/P/0345353145.01.LZZZZZZZ.jpg,0.0,114,1.4,$59.99
0440214041,The Pelican Brief,John Grisham,http://images.amazon.com/images/P/0440214041.01.LZZZZZZZ.jpg,9.0,229,2.0,$59.99
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,http://images.amazon.com/images/P/0140298479.01.LZZZZZZZ.jpg,0.0,72,2.4,$49.99
0786889020,Don't Stand Too Close to a Naked Man,Tim Allen,http://images.amazon.com/images/P/0786889020.01.LZZZZZZZ.jpg,0.0,73,1.6,$89.99
0345337662,Interview with the Vampire,Anne Rice,http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg,0.0,170,2.5,$49.99
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,http://images.amazon.com/images/P/0345351525.01.LZZZZZZZ.jpg,0.0,92,1.6,$59.99
0449003787,"\O\"" Is for Outlaw""",SUE GRAFTON,http://images.amazon.com/images/P/0449003787.01.LZZZZZZZ.jpg,8.0,101,2.0,$79.99
0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg,0.0,113,1.5,$49.99
1573229326,How to Be Good,Nick Hornby,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg,0.0,75,2.0,$69.99
0671617028,The Color Purple,Alice Walker,http://images.amazon.com/images/P/0671617028.01.LZZZZZZZ.jpg,0.0,115,3.0,$79.99
0440224772,Mirror Image,Danielle Steel,http://images.amazon.com/images/P/0440224772.01.LZZZZZZZ.jpg,0.0,69,1.5,$59.99
0446605239,The Notebook,Nicholas Sparks,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg,0.0,238,2.0,$59.99
0553295977,Carnal Innocence,Nora Roberts,http://images.amazon.com/images/P/0553295977.01.LZZZZZZZ.jpg,0.0,53,2.0,$89.99
0671004549,You Belong To Me,Mary Higgins Clark,http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg,0.0,55,1.5,$49.99
0802139256,Peace Like a River,Leif Enger,http://images.amazon.com/images/P/0802139256.01.LZZZZZZZ.jpg,0.0,57,2.5,$69.99
055356160X,Cry Wolf,TAMI HOAG,http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg,9.0,56,1.2,$59.99
0515120618,Montana Sky,Nora Roberts,http://images.amazon.com/images/P/0515120618.01.LZZZZZZZ.jpg,9.0,58,2.1,$79.99
0515130389,Carolina Moon,Nora Roberts,http://images.amazon.com/images/P/0515130389.01.LZZZZZZZ.jpg,8.0,88,2.0,$49.99
0515135062,Three Fates,Nora Roberts,http://images.amazon.com/images/P/0515135062.01.LZZZZZZZ.jpg,9.0,81,2.2,$59.99
0743412028,Pay It Forward,Catherine Ryan Hyde,http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg,9.0,66,1.9,$89.99
0452269571,Bastard Out of Carolina,Dorothy Allison,http://images.amazon.com/images/P/0452269571.01.LZZZZZZZ.jpg,0.0,61,2.9,$69.99
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg,0.0,98,1.8,$59.99
0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg,0.0,76,3.8,$69.99
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,http://images.amazon.com/images/P/0590353403.01.LZZZZZZZ.jpg,9.0,75,4.9,$49.99
0446532231,"Dude, Where's My Country?",Michael Moore,http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg,10.0,54,3.8,$49.99
0449702545,Homecoming,Cynthia Voigt,http://images.amazon.com/images/P/0449702545.01.LZZZZZZZ.jpg,0.0,60,2.1,$59.99
0425101452,Phantoms,Dean R. Koontz,http://images.amazon.com/images/P/0425101452.01.LZZZZZZZ.jpg,9.0,65,1.9,$79.99
0684874350,ANGELA'S ASHES,Frank McCourt,http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg,0.0,79,2.9,$89.99
0446611212,Violets Are Blue,James Patterson,http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg,0.0,149,1.9,$69.99
0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg,0.0,53,2.1,$89.99
0425155943,Contagion,Robin Cook,http://images.amazon.com/images/P/0425155943.01.LZZZZZZZ.jpg,0.0,55,1.3,$49.99
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg,0.0,78,2.5,$49.99
0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg,0.0,89,2.6,$59.99
0451153553,Misery,Stephen King,http://images.amazon.com/images/P/0451153553.01.LZZZZZZZ.jpg,0.0,115,2.5,$49.99
0142001805,The Eyre Affair: A Novel,Jasper Fforde,http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg,0.0,52,2.0,$89.99
0425147622,The Body Farm,Patricia Daniels Cornwell,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg,0.0,94,1.6,$79.99
0451180410,Mortal Fear,Greg Iles,http://images.amazon.com/images/P/0451180410.01.LZZZZZZZ.jpg,0.0,60,1.2,$49.99
0553582763,By the Light of the Moon,DEAN KOONTZ,http://images.amazon.com/images/P/0553582763.01.LZZZZZZZ.jpg,7.0,56,2.2,$69.99
0425188809,Watchers,Dean R. Koontz,http://images.amazon.com/images/P/0425188809.01.LZZZZZZZ.jpg,2.0,70,2.8,$69.99
0345384369,Intensity,DEAN KOONTZ,http://images.amazon.com/images/P/0345384369.01.LZZZZZZZ.jpg,0.0,69,2.3,$59.99
034539657X,Dark Rivers of the Heart,Dean R. Koontz,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg,8.0,57,1.9,$69.99
0425144429,Mr. Murder,Dean R. Koontz,http://images.amazon.com/images/P/0425144429.01.LZZZZZZZ.jpg,0.0,73,1.7,$79.99
0312305060,The Hours: A Novel,Michael Cunningham,http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg,0.0,88,1.6,$59.99
0451204948,A Day Late and a Dollar Short,Terry McMillan,http://images.amazon.com/images/P/0451204948.01.LZZZZZZZ.jpg,10.0,53,1.2,$69.99
0399144137,Rainbow Six,Tom Clancy,http://images.amazon.com/images/P/0399144137.01.LZZZZZZZ.jpg,9.0,51,2.1,$49.99
0399146431,The Bonesetter's Daughter,Amy Tan,http://images.amazon.com/images/P/0399146431.01.LZZZZZZZ.jpg,9.0,133,2.0,$69.99
0399141146,The Hundred Secret Senses,Amy Tan,http://images.amazon.com/images/P/0399141146.01.LZZZZZZZ.jpg,0.0,129,1.8,$49.99
0375706771,Midwives: A Novel,Chris Bohjalian,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg,0.0,140,2.1,$59.99
0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg,9.0,55,0.9,$89.99
0060987561,I Know This Much Is True,Wally Lamb,http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg,0.0,86,2.4,$49.99
0312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg,9.0,63,3.4,$69.99
0446603309,The Witness,Sandra Brown,http://images.amazon.com/images/P/0446603309.01.LZZZZZZZ.jpg,0.0,55,1.9,$49.99
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg,0.0,89,1.9,$49.99
1559029838,Call of the Wild,Jack London,http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg,0.0,86,1.1,$59.99
0679746048,"Girl, Interrupted",SUSANNA KAYSEN,http://images.amazon.com/images/P/0679746048.01.LZZZZZZZ.jpg,9.0,78,2.9,$59.99
0440216745,Whispers,BELVA PLAIN,http://images.amazon.com/images/P/0440216745.01.LZZZZZZZ.jpg,0.0,127,1.3,$59.99
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312966970.01.LZZZZZZZ.jpg,0.0,98,2.9,$59.99
051512317X,Rising Tides,Nora Roberts,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg,0.0,60,1.8,$59.99
0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312971346.01.LZZZZZZZ.jpg,0.0,109,2.8,$59.99
0060958022,Five Quarters of the Orange,Joanne Harris,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg,8.0,74,2.8,$89.99
0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,http://images.amazon.com/images/P/0385474016.01.LZZZZZZZ.jpg,0.0,73,1.7,$69.99
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,http://images.amazon.com/images/P/1558743669.01.LZZZZZZZ.jpg,0.0,81,2.2,$69.99
0553582135,Final Target,Iris Johansen,http://images.amazon.com/images/P/0553582135.01.LZZZZZZZ.jpg,0.0,79,1.6,$69.99
0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,http://images.amazon.com/images/P/0842329218.01.LZZZZZZZ.jpg,0.0,72,2.1,$69.99
0440221471,The Runaway Jury,JOHN GRISHAM,http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg,10.0,164,1.7,$49.99
0425143325,Without Remorse,Tom Clancy,http://images.amazon.com/images/P/0425143325.01.LZZZZZZZ.jpg,0.0,73,1.8,$59.99
0743411250,The Woman Next Door,Barbara Delinsky,http://images.amazon.com/images/P/0743411250.01.LZZZZZZZ.jpg,0.0,52,1.1,$89.99
0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,http://images.amazon.com/images/P/0060502258.01.LZZZZZZZ.jpg,0.0,115,2.6,$89.99
0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg,0.0,82,3.5,$59.99
055357230X,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,http://images.amazon.com/images/P/055357230X.01.LZZZZZZZ.jpg,0.0,52,1.8,$49.99
0399142282,Hornet's Nest,Patricia Daniels Cornwell,http://images.amazon.com/images/P/0399142282.01.LZZZZZZZ.jpg,0.0,92,1.7,$69.99
0671683993,The Temple of My Familiar,Alice Walker,http://images.amazon.com/images/P/0671683993.01.LZZZZZZZ.jpg,0.0,53,1.3,$89.99
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,http://images.amazon.com/images/P/0439064872.01.LZZZZZZZ.jpg,0.0,176,4.0,$69.99
0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,http://images.amazon.com/images/P/0140119906.01.LZZZZZZZ.jpg,0.0,60,1.9,$59.99
0450411435,It,Stephen King,http://images.amazon.com/images/P/0450411435.01.LZZZZZZZ.jpg,8.0,74,3.4,$89.99
0553579606,Ashes to Ashes,TAMI HOAG,http://images.amazon.com/images/P/0553579606.01.LZZZZZZZ.jpg,0.0,92,1.5,$79.99
0670855030,Insomnia,Stephen King,http://images.amazon.com/images/P/0670855030.01.LZZZZZZZ.jpg,0.0,101,2.8,$79.99
0440183057,Stillwatch,MARY HIGGINS CLARK,http://images.amazon.com/images/P/0440183057.01.LZZZZZZZ.jpg,0.0,73,1.6,$79.99
0425118703,Midnight,Dean R. Koontz,http://images.amazon.com/images/P/0425118703.01.LZZZZZZZ.jpg,0.0,60,1.7,$59.99
0316639842,Unnatural Exposure,Cornwell Patricia,http://images.amazon.com/images/P/0316639842.01.LZZZZZZZ.jpg,7.0,87,2.4,$89.99
0151006725,Slammerkin,Emma Donoghue,http://images.amazon.com/images/P/0151006725.01.LZZZZZZZ.jpg,0.0,57,2.1,$59.99
0553289411,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,http://images.amazon.com/images/P/0553289411.01.LZZZZZZZ.jpg,8.0,59,1.5,$49.99
0345447840,The Surgeon,TESS GERRITSEN,http://images.amazon.com/images/P/0345447840.01.LZZZZZZZ.jpg,0.0,73,1.7,$69.99
0446359866,Presumed Innocent,Scott Turow,http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg,0.0,145,1.2,$49.99
0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,http://images.amazon.com/images/P/0553213148.01.LZZZZZZZ.jpg,0.0,59,3.1,$69.99
0394580567,It Was on Fire When I Lay Down on It,Robert Fulghum,http://images.amazon.com/images/P/0394580567.01.LZZZZZZZ.jpg,10.0,64,1.7,$59.99
0446365505,Pleading Guilty,Scott Turow,http://images.amazon.com/images/P/0446365505.01.LZZZZZZZ.jpg,0.0,62,0.5,$89.99
002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,http://images.amazon.com/images/P/002542730X.01.LZZZZZZZ.jpg,10.0,80,1.9,$79.99
0451203895,4 Blondes,Candace Bushnell,http://images.amazon.com/images/P/0451203895.01.LZZZZZZZ.jpg,0.0,70,1.0,$69.99
0553272535,Night,Elie Wiesel,http://images.amazon.com/images/P/0553272535.01.LZZZZZZZ.jpg,0.0,76,2.3,$69.99
